province	year	source_id	source_name	source_url	source_edition	table_id	table_title	source_pdf_page	extraction_status	quality_flag	resource_definition	denominator_population	denominator_unit	denominator_source_id	denominator_notes	value_total_health_institution_beds	value_hospital_beds	value_comprehensive_hospital_beds	value_per_10000_population_total_health_institution_beds	value_per_10000_population_hospital_beds	value_per_10000_population_comprehensive_hospital_beds	unit	notes
黑龙江省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	38350000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	189183	151349	110755	49.33063885267275	39.46518904823989	28.88005215123859	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
上海市	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	24150000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	114314	94722	56935	47.33498964803313	39.22236024844721	23.575569358178054	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
江苏省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	79390000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	368287	286183	189971	46.389595666960574	36.047739009950874	23.928832346643155	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
浙江省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	54980000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	230056	197096	133031	41.84357948344853	35.84867224445253	24.196253182975628	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
安徽省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	60300000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	235959	171508	125039	39.13084577114428	28.4424543946932	20.73615257048093	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
福建省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	37740000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	156149	114849	82059	41.3749337572867	30.43163751987281	21.743243243243246	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
江西省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	45220000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	174299	114782	81126	38.54467049977886	25.383016364440515	17.94029190623618	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
山东省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	97330000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	489737	342104	247855	50.31716839617795	35.14887496147128	25.465426898181445	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
河南省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	94130000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	429810	306546	223791	45.661319451821946	32.56623818123872	23.77467332412621	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
湖北省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	57990000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	288169	200220	148478	49.692878082428	34.5266425245732	25.604069667183996	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
湖南省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	66910000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	314090	215039	144331	46.94216111194142	32.13854431325662	21.57091615603049	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
广东省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	106440000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	378367	294219	218272	35.547444569710635	27.641770011273955	20.506576475009396	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
广西壮族自治区	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	47190000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	187216	118475	83413	39.6728120364484	25.105954651409196	17.675990675990676	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
海南省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	8950000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	32100	24555	19347	35.865921787709496	27.43575418994413	21.616759776536313	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
重庆市	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	29700000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	147436	99056	67849	49.64175084175084	33.35218855218855	22.844781144781145	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
四川省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	81070000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	426635	289242	198894	52.62550881953867	35.6780560009868	24.533612927100037	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
贵州省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	35020000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	166724	120418	92362	47.608223872073104	34.385494003426615	26.37407195888064	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
云南省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	46870000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	210125	156074	115475	44.83144868786004	33.29933859611692	24.63729464476211	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
西藏自治区	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	3120000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	11003	7262	6004	35.26602564102564	23.275641025641026	19.243589743589745	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
陕西省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	37640000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	185139	142093	108337	49.186769394261425	37.750531349628055	28.78241232731137	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
甘肃省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	25820000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	116064	84511	62070	44.951200619674665	32.73082881487219	24.039504260263364	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
青海省	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	5780000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	29529	23580	17069	51.088235294117645	40.79584775086505	29.53114186851211	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
宁夏回族自治区	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	6540000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	31134	27076	21265	47.60550458715596	41.40061162079511	32.51529051987768	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
新疆维吾尔自治区	2013	nhc_yearbook_2014_full_pdf	China Health Statistical Yearbook 2014	https://www.nhc.gov.cn/mohwsbwstjxxzx/c100228/201506/a2f73d0edf1d4e678eb5978af952a60f.shtml	2014	3-1-3	2013年各地区医疗卫生机构床位数	76	manual_double_checked_scan_transcription	scan_transcribed_twice_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	22640000	persons	natcm_2013_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	137325	107897	83136	60.65591872791519	47.65768551236749	36.7208480565371	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
北京市	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	21710000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	111555	104644	62005	51.3841547673883	48.20082911100875	28.560571165361583	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
天津市	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	15470000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	63693	55556	32010	41.17194570135747	35.91208791208791	20.691661279896575	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
河北省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	74520000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	342096	253825	189257	45.90660225442834	34.06132581857219	25.39680622651637	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
山西省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	36640000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	183209	140257	96353	50.002456331877724	38.279748908296945	26.297216157205238	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
内蒙古自治区	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	25110000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	133889	105185	72155	53.320987654320994	41.88968538430905	28.735563520509757	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
辽宁省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	43820000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	266986	222644	152746	60.92788680967595	50.80876312186216	34.85759926973984	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
吉林省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	27530000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	144500	117699	80633	52.48819469669452	42.75299673083909	29.289139120958954	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
黑龙江省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	38120000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	212590	173642	122806	55.768625393494226	45.551416579223506	32.215634837355715	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
上海市	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	24150000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	122813	103526	60838	50.85424430641822	42.86790890269151	25.191718426501033	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
江苏省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	79760000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	413612	328500	211493	51.85707121364092	41.186058174523566	26.516173520561686	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
浙江省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	55390000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	272509	239444	154391	49.19823072756816	43.22874165011735	27.87344285972197	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
安徽省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	61440000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	267405	202713	144244	43.52294921875001	32.99365234375	23.477213541666664	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
福建省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	38390000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	173007	129559	90924	45.06564209429539	33.7481114873665	23.684292784579316	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
江西省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	45660000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	197837	134277	94493	43.32829610162067	29.40801576872536	20.694918966272446	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
